gender,id,injection-coordinates,injection-structures,product-id,strain,structure-abbrev,structure-color,structure-id,structure-name,transgenic-line
M,307297141,"[9300, 1660, 8290]","[{u'abbreviation': u'VISp', u'color': u'08858C', u'id': 385, u'name': u'Primary visual area'}, {u'abbreviation': u'VISl', u'color': u'08858C', u'id': 409, u'name': u'Lateral visual area'}]",5,C57BL/6J,VISp,08858C,385,Primary visual area,
F,543880631,"[9030, 3830, 5630]","[{u'abbreviation': u'III', u'color': u'FF90FF', u'id': 35, u'name': u'Oculomotor nucleus'}, {u'abbreviation': u'IV', u'color': u'FF90FF', u'id': 115, u'name': u'Trochlear nucleus'}, {u'abbreviation': u'MRN', u'color': u'FF90FF', u'id': 128, u'name': u'Midbrain reticular nucleus'}, {u'abbreviation': u'SCm', u'color': u'FF90FF', u'id': 294, u'name': u'Superior colliculus, motor related'}, {u'abbreviation': u'SCs', u'color': u'FF7AFF', u'id': 302, u'name': u'Superior colliculus, sensory related'}, {u'abbreviation': u'PAG', u'color': u'FF90FF', u'id': 795, u'name': u'Periaqueductal gray'}, {u'abbreviation': u'DR', u'color': u'FFA6FF', u'id': 872, u'name': u'Dorsal nucleus raphe'}, {u'abbreviation': u'EW', u'color': u'FF90FF', u'id': 975, u'name': u'Edinger-Westphal nucleus'}]",5,,PAG,FF90FF,795,Periaqueductal gray,Kcng4-Cre
M,301120618,"[8050, 2860, 8030]","[{u'abbreviation': u'CA3', u'color': u'7ED04B', u'id': 463, u'name': u'Field CA3'}, {u'abbreviation': u'DG', u'color': u'7ED04B', u'id': 726, u'name': u'Dentate gyrus'}]",5,,CA3,7ED04B,463,Field CA3,Drd3-Cre_KI198
M,546103149,"[8990, 1110, 3320]","[{u'abbreviation': u'VISp', u'color': u'08858C', u'id': 385, u'name': u'Primary visual area'}, {u'abbreviation': u'RSPd', u'color': u'1AA698', u'id': 879, u'name': u'Retrosplenial area, dorsal part'}, {u'abbreviation': u'RSPagl', u'color': u'1AA698', u'id': 894, u'name': u'Retrosplenial area, lateral agranular part'}]",36,,VISp,08858C,385,Primary visual area,Emx1-IRES-Cre
F,126711445,"[6070, 5400, 7290]","[{u'abbreviation': u'LHA', u'color': u'F2483B', u'id': 194, u'name': u'Lateral hypothalamic area'}, {u'abbreviation': u'SI', u'color': u'A2B1D8', u'id': 342, u'name': u'Substantia innominata'}, {u'abbreviation': u'GPi', u'color': u'8599CC', u'id': 1031, u'name': u'Globus pallidus, internal segment'}]",5,B6.129,SI,A2B1D8,342,Substantia innominata,Chat-IRES-Cre
M,158841171,"[7120, 4830, 5350]","[{u'abbreviation': u'IMD', u'color': u'FF909F', u'id': 59, u'name': u'Intermediodorsal nucleus of the thalamus'}, {u'abbreviation': u'PVT', u'color': u'FF909F', u'id': 149, u'name': u'Paraventricular nucleus of the thalamus'}, {u'abbreviation': u'RH', u'color': u'FF909F', u'id': 189, u'name': u'Rhomboid nucleus'}, {u'abbreviation': u'MD', u'color': u'FF909F', u'id': 362, u'name': u'Mediodorsal nucleus of thalamus'}, {u'abbreviation': u'SPFm', u'color': u'FF8084', u'id': 414, u'name': u'Subparafascicular nucleus, magnocellular part'}, {u'abbreviation': u'CM', u'color': u'FF909F', u'id': 599, u'name': u'Central medial nucleus of the thalamus'}, {u'abbreviation': u'SPA', u'color': u'FF8084', u'id': 609, u'name': u'Subparafascicular area'}, {u'abbreviation': u'VPMpc', u'color': u'FF8084', u'id': 741, u'name': u'Ventral posteromedial nucleus of the thalamus, parvicellular part'}, {u'abbreviation': u'PCN', u'color': u'FF909F', u'id': 907, u'name': u'Paracentral nucleus'}, {u'abbreviation': u'PF', u'color': u'FF909F', u'id': 930, u'name': u'Parafascicular nucleus'}, {u'abbreviation': u'PH', u'color': u'FF4C3E', u'id': 946, u'name': u'Posterior hypothalamic nucleus'}]",5,C57BL/6J,CM,FF909F,599,Central medial nucleus of the thalamus,
F,267151656,"[10480, 4060, 6090]","[{u'abbreviation': u'LDT', u'color': u'FFC395', u'id': 162, u'name': u'Laterodorsal tegmental nucleus'}, {u'abbreviation': u'B', u'color': u'FFBA86', u'id': 280, u'name': u""Barrington's nucleus""}, {u'abbreviation': u'SLD', u'color': u'FFC395', u'id': 358, u'name': u'Sublaterodorsal nucleus'}, {u'abbreviation': u'PAG', u'color': u'FF90FF', u'id': 795, u'name': u'Periaqueductal gray'}, {u'abbreviation': u'PCG', u'color': u'FFBA86', u'id': 898, u'name': u'Pontine central gray'}]",5,B6.129,PCG,FFBA86,898,Pontine central gray,Chat-IRES-Cre
M,127041126,"[12170, 5640, 5960]","[{u'abbreviation': u'IRN', u'color': u'FFB3D9', u'id': 136, u'name': u'Intermediate reticular nucleus'}, {u'abbreviation': u'LIN', u'color': u'FFB3D9', u'id': 203, u'name': u'Linear nucleus of the medulla'}, {u'abbreviation': u'LRN', u'color': u'FFB3D9', u'id': 235, u'name': u'Lateral reticular nucleus'}, {u'abbreviation': u'CU', u'color': u'FFA5D2', u'id': 711, u'name': u'Cuneate nucleus'}, {u'abbreviation': u'XII', u'color': u'FFB3D9', u'id': 773, u'name': u'Hypoglossal nucleus'}, {u'abbreviation': u'PARN', u'color': u'FFB3D9', u'id': 852, u'name': u'Parvicellular reticular nucleus'}, {u'abbreviation': u'PGRNl', u'color': u'FFB3D9', u'id': 978, u'name': u'Paragigantocellular reticular nucleus, lateral part'}, {u'abbreviation': u'GRN', u'color': u'FFB3D9', u'id': 1048, u'name': u'Gigantocellular reticular nucleus'}, {u'abbreviation': u'MDRNd', u'color': u'FFB3D9', u'id': 1098, u'name': u'Medullary reticular nucleus, dorsal part'}, {u'abbreviation': u'MDRNv', u'color': u'FFB3D9', u'id': 1107, u'name': u'Medullary reticular nucleus, ventral part'}]",5,C57BL/6J,IRN,FFB3D9,136,Intermediate reticular nucleus,
F,267607635,"[7080, 4050, 5730]","[{u'abbreviation': u'IMD', u'color': u'FF909F', u'id': 59, u'name': u'Intermediodorsal nucleus of the thalamus'}, {u'abbreviation': u'MD', u'color': u'FF909F', u'id': 362, u'name': u'Mediodorsal nucleus of thalamus'}, {u'abbreviation': u'PF', u'color': u'FF909F', u'id': 930, u'name': u'Parafascicular nucleus'}]",5,C57BL/6J,MD,FF909F,362,Mediodorsal nucleus of thalamus,Prkcd-GluCla-CFP-IRES-Cre
F,125801033,"[4830, 2810, 5970]","[{u'abbreviation': u'ACAv', u'color': u'40A666', u'id': 48, u'name': u'Anterior cingulate area, ventral part'}]",5,C57BL/6J,ACAv,40A666,48,"Anterior cingulate area, ventral part",Syt6-Cre_KI148
M,126710034,"[11920, 6580, 6050]","[{u'abbreviation': u'IRN', u'color': u'FFB3D9', u'id': 136, u'name': u'Intermediate reticular nucleus'}, {u'abbreviation': u'LIN', u'color': u'FFB3D9', u'id': 203, u'name': u'Linear nucleus of the medulla'}, {u'abbreviation': u'LRN', u'color': u'FFB3D9', u'id': 235, u'name': u'Lateral reticular nucleus'}, {u'abbreviation': u'MARN', u'color': u'FFB3D9', u'id': 307, u'name': u'Magnocellular reticular nucleus'}, {u'abbreviation': u'PGRNl', u'color': u'FFB3D9', u'id': 978, u'name': u'Paragigantocellular reticular nucleus, lateral part'}, {u'abbreviation': u'GRN', u'color': u'FFB3D9', u'id': 1048, u'name': u'Gigantocellular reticular nucleus'}]",5,C57BL/6J,IRN,FFB3D9,136,Intermediate reticular nucleus,
M,183618845,"[2710, 3490, 6540]","[{u'abbreviation': u'FRP', u'color': u'268F45', u'id': 184, u'name': u'Frontal pole, cerebral cortex'}, {u'abbreviation': u'ORBl', u'color': u'248A5E', u'id': 723, u'name': u'Orbital area, lateral part'}, {u'abbreviation': u'ORBvl', u'color': u'248A5E', u'id': 746, u'name': u'Orbital area, ventrolateral part'}, {u'abbreviation': u'MOs', u'color': u'1F9D5A', u'id': 993, u'name': u'Secondary motor area'}]",5,,ORBvl,248A5E,746,"Orbital area, ventrolateral part",Htr2a-Cre_KM207
M,146659588,"[7500, 6710, 5750]","[{u'abbreviation': u'TMv', u'color': u'FF4C3E', u'id': 1, u'name': u'Tuberomammillary nucleus, ventral part'}, {u'abbreviation': u'PVp', u'color': u'FF5547', u'id': 126, u'name': u'Periventricular hypothalamic nucleus, posterior part'}, {u'abbreviation': u'LHA', u'color': u'F2483B', u'id': 194, u'name': u'Lateral hypothalamic area'}, {u'abbreviation': u'ARH', u'color': u'FF5D50', u'id': 223, u'name': u'Arcuate hypothalamic nucleus'}, {u'abbreviation': u'SPFm', u'color': u'FF8084', u'id': 414, u'name': u'Subparafascicular nucleus, magnocellular part'}, {u'abbreviation': u'MM', u'color': u'FF4C3E', u'id': 491, u'name': u'Medial mammillary nucleus'}, {u'abbreviation': u'SUM', u'color': u'FF4C3E', u'id': 525, u'name': u'Supramammillary nucleus'}, {u'abbreviation': u'DMH', u'color': u'FF5547', u'id': 830, u'name': u'Dorsomedial nucleus of the hypothalamus'}, {u'abbreviation': u'PF', u'color': u'FF909F', u'id': 930, u'name': u'Parafascicular nucleus'}, {u'abbreviation': u'PH', u'color': u'FF4C3E', u'id': 946, u'name': u'Posterior hypothalamic nucleus'}, {u'abbreviation': u'PMd', u'color': u'FF4C3E', u'id': 980, u'name': u'Dorsal premammillary nucleus'}, {u'abbreviation': u'PMv', u'color': u'FF4C3E', u'id': 1004, u'name': u'Ventral premammillary nucleus'}, {u'abbreviation': u'TMd', u'color': u'FF4C3E', u'id': 1126, u'name': u'Tuberomammillary nucleus, dorsal part'}]",5,C57BL/6J,PH,FF4C3E,946,Posterior hypothalamic nucleus,
M,147212977,"[7780, 4380, 7760]","[{u'abbreviation': u'IGL', u'color': u'FF909F', u'id': 27, u'name': u'Intergeniculate leaflet of the lateral geniculate complex'}, {u'abbreviation': u'LGd', u'color': u'FF8084', u'id': 170, u'name': u'Dorsal part of the lateral geniculate complex'}, {u'abbreviation': u'LGv', u'color': u'FF909F', u'id': 178, u'name': u'Ventral part of the lateral geniculate complex'}, {u'abbreviation': u'ZI', u'color': u'F2483B', u'id': 797, u'name': u'Zona incerta'}]",5,C57BL/6J,LGv,FF909F,178,Ventral part of the lateral geniculate complex,
M,176887774,"[6020, 6670, 6180]","[{u'abbreviation': u'PVHd', u'color': u'FF4C3E', u'id': 63, u'name': u'Paraventricular hypothalamic nucleus, descending division'}, {u'abbreviation': u'AHN', u'color': u'FF4C3E', u'id': 88, u'name': u'Anterior hypothalamic nucleus'}, {u'abbreviation': u'RCH', u'color': u'F2483B', u'id': 173, u'name': u'Retrochiasmatic area'}, {u'abbreviation': u'LHA', u'color': u'F2483B', u'id': 194, u'name': u'Lateral hypothalamic area'}, {u'abbreviation': u'RT', u'color': u'FF909F', u'id': 262, u'name': u'Reticular nucleus of the thalamus'}, {u'abbreviation': u'SO', u'color': u'FF5D50', u'id': 390, u'name': u'Supraoptic nucleus'}, {u'abbreviation': u'TU', u'color': u'F2483B', u'id': 614, u'name': u'Tuberal nucleus'}, {u'abbreviation': u'ZI', u'color': u'F2483B', u'id': 797, u'name': u'Zona incerta'}]",5,B6.129,LHA,F2483B,194,Lateral hypothalamic area,Esr1-2A-Cre
F,159330754,"[4070, 2100, 6070]","[{u'abbreviation': u'ACAd', u'color': u'40A666', u'id': 39, u'name': u'Anterior cingulate area, dorsal part'}, {u'abbreviation': u'ACAv', u'color': u'40A666', u'id': 48, u'name': u'Anterior cingulate area, ventral part'}, {u'abbreviation': u'MOs', u'color': u'1F9D5A', u'id': 993, u'name': u'Secondary motor area'}]",5,C57BL/6J,ACAd,40A666,39,"Anterior cingulate area, dorsal part",Syt6-Cre_KI148
F,286647583,"[10740, 6740, 5640]","[{u'abbreviation': u'RM', u'color': u'FFC6E2', u'id': 206, u'name': u'Nucleus raphe magnus'}, {u'abbreviation': u'RPA', u'color': u'FFC6E2', u'id': 230, u'name': u'Nucleus raphe pallidus'}, {u'abbreviation': u'MARN', u'color': u'FFB3D9', u'id': 307, u'name': u'Magnocellular reticular nucleus'}, {u'abbreviation': u'PGRNl', u'color': u'FFB3D9', u'id': 978, u'name': u'Paragigantocellular reticular nucleus, lateral part'}, {u'abbreviation': u'GRN', u'color': u'FFB3D9', u'id': 1048, u'name': u'Gigantocellular reticular nucleus'}, {u'abbreviation': u'PRNc', u'color': u'FFBA86', u'id': 1093, u'name': u'Pontine reticular nucleus, caudal part'}]",5,B6.129,MARN,FFB3D9,307,Magnocellular reticular nucleus,Slc32a1-IRES-Cre
M,305425490,"[6900, 2920, 6970]","[{u'abbreviation': u'LD', u'color': u'FF909F', u'id': 155, u'name': u'Lateral dorsal nucleus of thalamus'}, {u'abbreviation': u'LP', u'color': u'FF909F', u'id': 218, u'name': u'Lateral posterior nucleus of the thalamus'}, {u'abbreviation': u'PO', u'color': u'FF909F', u'id': 1020, u'name': u'Posterior complex of the thalamus'}]",5,B6.129,LD,FF909F,155,Lateral dorsal nucleus of thalamus,Slc17a6-IRES-Cre
M,287952517,"[8480, 5140, 9770]","[{u'abbreviation': u'TEa', u'color': u'15B0B3', u'id': 541, u'name': u'Temporal association areas'}, {u'abbreviation': u'ECT', u'color': u'0D9F91', u'id': 895, u'name': u'Ectorhinal area'}, {u'abbreviation': u'ENTl', u'color': u'32B825', u'id': 918, u'name': u'Entorhinal area, lateral part'}, {u'abbreviation': u'PERI', u'color': u'0E9684', u'id': 922, u'name': u'Perirhinal area'}]",5,C57BL/6J,ENTl,32B825,918,"Entorhinal area, lateral part",Cux2-IRES-Cre
M,127865687,"[8360, 4000, 5780]","[{u'abbreviation': u'MRN', u'color': u'FF90FF', u'id': 128, u'name': u'Midbrain reticular nucleus'}, {u'abbreviation': u'RN', u'color': u'FF90FF', u'id': 214, u'name': u'Red nucleus'}, {u'abbreviation': u'SCm', u'color': u'FF90FF', u'id': 294, u'name': u'Superior colliculus, motor related'}, {u'abbreviation': u'NPC', u'color': u'FF90FF', u'id': 634, u'name': u'Nucleus of the posterior commissure'}, {u'abbreviation': u'PAG', u'color': u'FF90FF', u'id': 795, u'name': u'Periaqueductal gray'}, {u'abbreviation': u'RSPv', u'color': u'1AA698', u'id': 886, u'name': u'Retrosplenial area, ventral part'}]",5,C57BL/6J,MRN,FF90FF,128,Midbrain reticular nucleus,
M,184158996,"[7350, 3770, 5410]","[{u'abbreviation': u'IMD', u'color': u'FF909F', u'id': 59, u'name': u'Intermediodorsal nucleus of the thalamus'}, {u'abbreviation': u'PVT', u'color': u'FF909F', u'id': 149, u'name': u'Paraventricular nucleus of the thalamus'}, {u'abbreviation': u'LH', u'color': u'FF909F', u'id': 186, u'name': u'Lateral habenula'}, {u'abbreviation': u'MD', u'color': u'FF909F', u'id': 362, u'name': u'Mediodorsal nucleus of thalamus'}, {u'abbreviation': u'SPA', u'color': u'FF8084', u'id': 609, u'name': u'Subparafascicular area'}, {u'abbreviation': u'PF', u'color': u'FF909F', u'id': 930, u'name': u'Parafascicular nucleus'}]",5,C57BL/6J,IMD,FF909F,59,Intermediodorsal nucleus of the thalamus,Calb2-IRES-Cre
M,114430043,"[8450, 2910, 8230]","[{u'abbreviation': u'CA3', u'color': u'7ED04B', u'id': 463, u'name': u'Field CA3'}, {u'abbreviation': u'DG', u'color': u'7ED04B', u'id': 726, u'name': u'Dentate gyrus'}]",5,C57BL/6J,DG,7ED04B,726,Dentate gyrus,
M,480692170,"[7660, 3390, 3040]","[{u'abbreviation': u'IGL', u'color': u'FF909F', u'id': 27, u'name': u'Intergeniculate leaflet of the lateral geniculate complex'}, {u'abbreviation': u'LGd', u'color': u'FF8084', u'id': 170, u'name': u'Dorsal part of the lateral geniculate complex'}, {u'abbreviation': u'LP', u'color': u'FF909F', u'id': 218, u'name': u'Lateral posterior nucleus of the thalamus'}]",35,C57BL/6J,LGd,FF8084,170,Dorsal part of the lateral geniculate complex,Slc17a6-IRES-Cre
F,504521113,"[6080, 5210, 3870]","[{u'abbreviation': u'LHA', u'color': u'F2483B', u'id': 194, u'name': u'Lateral hypothalamic area'}, {u'abbreviation': u'SI', u'color': u'A2B1D8', u'id': 342, u'name': u'Substantia innominata'}, {u'abbreviation': u'BST', u'color': u'B3C0DF', u'id': 351, u'name': u'Bed nuclei of the stria terminalis'}, {u'abbreviation': u'GPe', u'color': u'8599CC', u'id': 1022, u'name': u'Globus pallidus, external segment'}]",35,,SI,A2B1D8,342,Substantia innominata,Chat-IRES-Cre
M,292958638,"[8250, 4850, 6060]","[{u'abbreviation': u'MRN', u'color': u'FF90FF', u'id': 128, u'name': u'Midbrain reticular nucleus'}, {u'abbreviation': u'RR', u'color': u'FF90FF', u'id': 246, u'name': u'Midbrain reticular nucleus, retrorubral area'}, {u'abbreviation': u'SNc', u'color': u'FFA6FF', u'id': 374, u'name': u'Substantia nigra, compact part'}, {u'abbreviation': u'SNr', u'color': u'FF90FF', u'id': 381, u'name': u'Substantia nigra, reticular part'}, {u'abbreviation': u'VTA', u'color': u'FF90FF', u'id': 749, u'name': u'Ventral tegmental area'}]",5,,VTA,FF90FF,749,Ventral tegmental area,Slc18a2-Cre_OZ14
M,127138787,"[9470, 2150, 8730]","[{u'abbreviation': u'VISp', u'color': u'08858C', u'id': 385, u'name': u'Primary visual area'}, {u'abbreviation': u'VISl', u'color': u'08858C', u'id': 409, u'name': u'Lateral visual area'}, {u'abbreviation': u'VISpl', u'color': u'08858C', u'id': 425, u'name': u'Posterolateral visual area'}]",5,C57BL/6J,VISp,08858C,385,Primary visual area,
M,139426984,"[5080, 1830, 5720]","[{u'abbreviation': u'ACAd', u'color': u'40A666', u'id': 39, u'name': u'Anterior cingulate area, dorsal part'}, {u'abbreviation': u'ACAv', u'color': u'40A666', u'id': 48, u'name': u'Anterior cingulate area, ventral part'}]",5,C57BL/6J,ACAd,40A666,39,"Anterior cingulate area, dorsal part",
M,294434161,"[3760, 2400, 5740]","[{u'abbreviation': u'ACAd', u'color': u'40A666', u'id': 39, u'name': u'Anterior cingulate area, dorsal part'}, {u'abbreviation': u'ACAv', u'color': u'40A666', u'id': 48, u'name': u'Anterior cingulate area, ventral part'}, {u'abbreviation': u'PL', u'color': u'2FA850', u'id': 972, u'name': u'Prelimbic area'}]",5,C57BL/6J,ACAv,40A666,48,"Anterior cingulate area, ventral part",Cux2-IRES-Cre
M,183011353,"[7380, 3470, 6770]","[{u'abbreviation': u'LP', u'color': u'FF909F', u'id': 218, u'name': u'Lateral posterior nucleus of the thalamus'}, {u'abbreviation': u'PO', u'color': u'FF909F', u'id': 1020, u'name': u'Posterior complex of the thalamus'}]",5,C57BL/6J,PO,FF909F,1020,Posterior complex of the thalamus,Grik4-Cre
F,167211503,"[11270, 5250, 8120]","[{u'abbreviation': u'DCO', u'color': u'FFA5D2', u'id': 96, u'name': u'Dorsal cochlear nucleus'}, {u'abbreviation': u'VCO', u'color': u'FFA5D2', u'id': 101, u'name': u'Ventral cochlear nucleus'}]",5,B6.129,VCO,FFA5D2,101,Ventral cochlear nucleus,Pvalb-IRES-Cre
M,277854208,"[6500, 6930, 5710]","[{u'abbreviation': u'AHN', u'color': u'FF4C3E', u'id': 88, u'name': u'Anterior hypothalamic nucleus'}, {u'abbreviation': u'PVi', u'color': u'FF5D50', u'id': 118, u'name': u'Periventricular hypothalamic nucleus, intermediate part'}, {u'abbreviation': u'RCH', u'color': u'F2483B', u'id': 173, u'name': u'Retrochiasmatic area'}, {u'abbreviation': u'LHA', u'color': u'F2483B', u'id': 194, u'name': u'Lateral hypothalamic area'}, {u'abbreviation': u'ARH', u'color': u'FF5D50', u'id': 223, u'name': u'Arcuate hypothalamic nucleus'}, {u'abbreviation': u'SBPV', u'color': u'FF5547', u'id': 347, u'name': u'Subparaventricular zone'}, {u'abbreviation': u'TU', u'color': u'F2483B', u'id': 614, u'name': u'Tuberal nucleus'}, {u'abbreviation': u'VMH', u'color': u'FF4C3E', u'id': 693, u'name': u'Ventromedial hypothalamic nucleus'}, {u'abbreviation': u'DMH', u'color': u'FF5547', u'id': 830, u'name': u'Dorsomedial nucleus of the hypothalamus'}]",5,C57BL/6J,VMH,FF4C3E,693,Ventromedial hypothalamic nucleus,Erbb4-2A-CreERT2
M,307320960,"[9370, 1580, 8190]","[{u'abbreviation': u'VISp', u'color': u'08858C', u'id': 385, u'name': u'Primary visual area'}]",5,C57BL/6J,VISp,08858C,385,Primary visual area,
M,112228391,"[7580, 7030, 5870]","[{u'abbreviation': u'PVp', u'color': u'FF5547', u'id': 126, u'name': u'Periventricular hypothalamic nucleus, posterior part'}, {u'abbreviation': u'LHA', u'color': u'F2483B', u'id': 194, u'name': u'Lateral hypothalamic area'}, {u'abbreviation': u'ARH', u'color': u'FF5D50', u'id': 223, u'name': u'Arcuate hypothalamic nucleus'}, {u'abbreviation': u'TU', u'color': u'F2483B', u'id': 614, u'name': u'Tuberal nucleus'}, {u'abbreviation': u'VMH', u'color': u'FF4C3E', u'id': 693, u'name': u'Ventromedial hypothalamic nucleus'}, {u'abbreviation': u'DMH', u'color': u'FF5547', u'id': 830, u'name': u'Dorsomedial nucleus of the hypothalamus'}, {u'abbreviation': u'PMv', u'color': u'FF4C3E', u'id': 1004, u'name': u'Ventral premammillary nucleus'}]",5,C57BL/6J,TU,F2483B,614,Tuberal nucleus,
F,156195758,"[7400, 5700, 6340]","[{u'abbreviation': u'TMv', u'color': u'FF4C3E', u'id': 1, u'name': u'Tuberomammillary nucleus, ventral part'}, {u'abbreviation': u'LHA', u'color': u'F2483B', u'id': 194, u'name': u'Lateral hypothalamic area'}, {u'abbreviation': u'LM', u'color': u'FF4C3E', u'id': 210, u'name': u'Lateral mammillary nucleus'}, {u'abbreviation': u'PST', u'color': u'F2483B', u'id': 356, u'name': u'Preparasubthalamic nucleus'}, {u'abbreviation': u'PSTN', u'color': u'F2483B', u'id': 364, u'name': u'Parasubthalamic nucleus'}, {u'abbreviation': u'TU', u'color': u'F2483B', u'id': 614, u'name': u'Tuberal nucleus'}, {u'abbreviation': u'PH', u'color': u'FF4C3E', u'id': 946, u'name': u'Posterior hypothalamic nucleus'}, {u'abbreviation': u'PMd', u'color': u'FF4C3E', u'id': 980, u'name': u'Dorsal premammillary nucleus'}]",5,B6.FVB,LHA,F2483B,194,Lateral hypothalamic area,Sim1-Cre
F,258316155,"[5020, 1350, 5850]","[{u'abbreviation': u'ACAd', u'color': u'40A666', u'id': 39, u'name': u'Anterior cingulate area, dorsal part'}, {u'abbreviation': u'MOs', u'color': u'1F9D5A', u'id': 993, u'name': u'Secondary motor area'}]",5,,ACAd,40A666,39,"Anterior cingulate area, dorsal part",Gpr26-Cre_KO250
M,479984127,"[9450, 990, 3390]","[{u'abbreviation': u'VISp', u'color': u'08858C', u'id': 385, u'name': u'Primary visual area'}, {u'abbreviation': u'RSPd', u'color': u'1AA698', u'id': 879, u'name': u'Retrosplenial area, dorsal part'}, {u'abbreviation': u'RSPagl', u'color': u'1AA698', u'id': 894, u'name': u'Retrosplenial area, lateral agranular part'}]",36,B6.129,VISp,08858C,385,Primary visual area,Emx1-IRES-Cre
M,478581080,"[7270, 3820, 3330]","[{u'abbreviation': u'LGd', u'color': u'FF8084', u'id': 170, u'name': u'Dorsal part of the lateral geniculate complex'}, {u'abbreviation': u'CA3', u'color': u'7ED04B', u'id': 463, u'name': u'Field CA3'}, {u'abbreviation': u'VPM', u'color': u'FF8084', u'id': 733, u'name': u'Ventral posteromedial nucleus of the thalamus'}, {u'abbreviation': u'PO', u'color': u'FF909F', u'id': 1020, u'name': u'Posterior complex of the thalamus'}]",35,,VPM,FF8084,733,Ventral posteromedial nucleus of the thalamus,Prkcd-GluCla-CFP-IRES-Cre
M,263369222,"[6460, 7060, 5730]","[{u'abbreviation': u'RCH', u'color': u'F2483B', u'id': 173, u'name': u'Retrochiasmatic area'}, {u'abbreviation': u'ARH', u'color': u'FF5D50', u'id': 223, u'name': u'Arcuate hypothalamic nucleus'}, {u'abbreviation': u'TU', u'color': u'F2483B', u'id': 614, u'name': u'Tuberal nucleus'}, {u'abbreviation': u'VMH', u'color': u'FF4C3E', u'id': 693, u'name': u'Ventromedial hypothalamic nucleus'}]",5,B6.FVB,ARH,FF5D50,223,Arcuate hypothalamic nucleus,Pomc-Cre (BL)
M,112307046,"[4570, 5550, 8570]","[{u'abbreviation': u'EPd', u'color': u'A0EE9D', u'id': 952, u'name': u'Endopiriform nucleus, dorsal part'}, {u'abbreviation': u'PIR', u'color': u'6ACBBA', u'id': 961, u'name': u'Piriform area'}]",5,C57BL/6J,PIR,6ACBBA,961,Piriform area,
M,146984209,"[7290, 5550, 9650]","[{u'abbreviation': u'ENTl', u'color': u'32B825', u'id': 918, u'name': u'Entorhinal area, lateral part'}, {u'abbreviation': u'PERI', u'color': u'0E9684', u'id': 922, u'name': u'Perirhinal area'}, {u'abbreviation': u'EPd', u'color': u'A0EE9D', u'id': 952, u'name': u'Endopiriform nucleus, dorsal part'}, {u'abbreviation': u'PIR', u'color': u'6ACBBA', u'id': 961, u'name': u'Piriform area'}]",5,C57BL/6J,PIR,6ACBBA,961,Piriform area,
M,126116142,"[5760, 6200, 5810]","[{u'abbreviation': u'AHN', u'color': u'FF4C3E', u'id': 88, u'name': u'Anterior hypothalamic nucleus'}, {u'abbreviation': u'PVpo', u'color': u'FF5547', u'id': 133, u'name': u'Periventricular hypothalamic nucleus, preoptic part'}, {u'abbreviation': u'LHA', u'color': u'F2483B', u'id': 194, u'name': u'Lateral hypothalamic area'}, {u'abbreviation': u'LPO', u'color': u'F2483B', u'id': 226, u'name': u'Lateral preoptic area'}, {u'abbreviation': u'AVPV', u'color': u'FF5547', u'id': 272, u'name': u'Anteroventral periventricular nucleus'}, {u'abbreviation': u'SBPV', u'color': u'FF5547', u'id': 347, u'name': u'Subparaventricular zone'}, {u'abbreviation': u'BST', u'color': u'B3C0DF', u'id': 351, u'name': u'Bed nuclei of the stria terminalis'}, {u'abbreviation': u'MPN', u'color': u'FF4C3E', u'id': 515, u'name': u'Medial preoptic nucleus'}, {u'abbreviation': u'MPO', u'color': u'FF5547', u'id': 523, u'name': u'Medial preoptic area'}]",5,C57BL/6J,AHN,FF4C3E,88,Anterior hypothalamic nucleus,
F,522773270,"[2830, 3470, 4670]","[{u'abbreviation': u'ACAd', u'color': u'40A666', u'id': 39, u'name': u'Anterior cingulate area, dorsal part'}, {u'abbreviation': u'ORBm', u'color': u'248A5E', u'id': 731, u'name': u'Orbital area, medial part'}, {u'abbreviation': u'ORBvl', u'color': u'248A5E', u'id': 746, u'name': u'Orbital area, ventrolateral part'}, {u'abbreviation': u'PL', u'color': u'2FA850', u'id': 972, u'name': u'Prelimbic area'}, {u'abbreviation': u'MOs', u'color': u'1F9D5A', u'id': 993, u'name': u'Secondary motor area'}]",35,C57BL/6J,ORBvl,248A5E,746,"Orbital area, ventrolateral part",Cux2-IRES-Cre
F,182794184,"[9770, 3900, 9770]","[{u'abbreviation': u'ENTl', u'color': u'32B825', u'id': 918, u'name': u'Entorhinal area, lateral part'}, {u'abbreviation': u'VISpor', u'color': u'08858C', u'id': 312782628, u'name': u'Postrhinal area'}]",5,C57BL/6J,ENTl,32B825,918,"Entorhinal area, lateral part",Rbp4-Cre_KL100
M,100148503,"[7640, 1160, 7140]","[{u'abbreviation': u'VISam', u'color': u'08858C', u'id': 394, u'name': u'Anteromedial visual area'}, {u'abbreviation': u'VISa', u'color': u'009FAC', u'id': 312782546, u'name': u'Anterior area'}]",5,C57BL/6J,VISam,08858C,394,Anteromedial visual area,
M,120761491,"[9840, 2750, 6070]","[{u'abbreviation': u'SCm', u'color': u'FF90FF', u'id': 294, u'name': u'Superior colliculus, motor related'}, {u'abbreviation': u'PAG', u'color': u'FF90FF', u'id': 795, u'name': u'Periaqueductal gray'}]",5,C57BL/6J,PAG,FF90FF,795,Periaqueductal gray,
