st_level,graph_id,name,weight,acronym,parent_structure_id,graph_order,sphinx_id,hemisphere_id,safe_name,color_hex_triplet,structure_id_path,failed,depth,neuro_name_structure_id_path,neuro_name_structure_id,structure_name_facet,failed_facet,id,ontology_id,atlas_id
,1,"Agranular insular area, dorsal part, layer 1",8690,AId1,104,280,281,3,Agranular insular area dorsal part layer 1,219866,/997/8/567/688/695/315/95/104/996/,FALSE,8,,,633930990,734881840,996,1,1114
,1,"Agranular insular area, dorsal part, layer 2/3",8690,AId2/3,104,281,282,3,Agranular insular area dorsal part layer 2/3,219866,/997/8/567/688/695/315/95/104/328/,FALSE,8,,,700697199,734881840,328,1,889
,1,"Agranular insular area, dorsal part, layer 5",8690,AId5,104,282,283,3,Agranular insular area dorsal part layer 5,219866,/997/8/567/688/695/315/95/104/1101/,FALSE,8,,,581222647,734881840,1101,1,1127
,1,"Agranular insular area, dorsal part, layer 6a",8690,AId6a,104,283,284,3,Agranular insular area dorsal part layer 6a,219866,/997/8/567/688/695/315/95/104/783/,FALSE,8,,,3764465407,734881840,783,1,946
,1,"Agranular insular area, dorsal part, layer 6b",8690,AId6b,104,284,285,3,Agranular insular area dorsal part layer 6b,219866,/997/8/567/688/695/315/95/104/831/,FALSE,8,,,2036891461,734881840,831,1,952
,1,"Agranular insular area, posterior part",8690,AIp,95,285,286,3,Agranular insular area posterior part,219866,/997/8/567/688/695/315/95/111/,FALSE,7,,,1382517995,734881840,111,1,13
,1,"Agranular insular area, posterior part, layer 1",8690,AIp1,111,286,287,3,Agranular insular area posterior part layer 1,219866,/997/8/567/688/695/315/95/111/120/,FALSE,8,,,3201384576,734881840,120,1,863
,1,"Agranular insular area, posterior part, layer 2/3",8690,AIp2/3,111,287,288,3,Agranular insular area posterior part layer 2/3,219866,/997/8/567/688/695/315/95/111/163/,FALSE,8,,,2735510231,734881840,163,1,1010
,1,"Agranular insular area, posterior part, layer 5",8690,AIp5,111,288,289,3,Agranular insular area posterior part layer 5,219866,/997/8/567/688/695/315/95/111/344/,FALSE,8,,,3116139673,734881840,344,1,891
,1,"Agranular insular area, posterior part, layer 6a",8690,AIp6a,111,289,290,3,Agranular insular area posterior part layer 6a,219866,/997/8/567/688/695/315/95/111/314/,FALSE,8,,,1257274084,734881840,314,1,1029
,1,"Agranular insular area, posterior part, layer 6b",8690,AIp6b,111,290,291,3,Agranular insular area posterior part layer 6b,219866,/997/8/567/688/695/315/95/111/355/,FALSE,8,,,3556322142,734881840,355,1,1034
,1,"Agranular insular area, ventral part",8690,AIv,95,291,292,3,Agranular insular area ventral part,219866,/997/8/567/688/695/315/95/119/,FALSE,7,,,4204343095,734881840,119,1,14
,1,"Agranular insular area, ventral part, layer 1",8690,AIv1,119,292,293,3,Agranular insular area ventral part layer 1,219866,/997/8/567/688/695/315/95/119/704/,FALSE,8,,,4142876190,734881840,704,1,936
,1,"Agranular insular area, ventral part, layer 2/3",8690,AIv2/3,119,293,294,3,Agranular insular area ventral part layer 2/3,219866,/997/8/567/688/695/315/95/119/694/,FALSE,8,,,2779633736,734881840,694,1,652
,1,"Agranular insular area, ventral part, layer 5",8690,AIv5,119,294,295,3,Agranular insular area ventral part layer 5,219866,/997/8/567/688/695/315/95/119/800/,FALSE,8,,,4051862023,734881840,800,1,948
,1,"Agranular insular area, ventral part, layer 6a",8690,AIv6a,119,295,296,3,Agranular insular area ventral part layer 6a,219866,/997/8/567/688/695/315/95/119/675/,FALSE,8,,,1561328289,734881840,675,1,1074
,1,"Agranular insular area, ventral part, layer 6b",8690,AIv6b,119,296,297,3,Agranular insular area ventral part layer 6b,219866,/997/8/567/688/695/315/95/119/699/,FALSE,8,,,3288771355,734881840,699,1,1077
,1,Retrosplenial area,8690,RSP,315,297,298,3,Retrosplenial area,1AA698,/997/8/567/688/695/315/254/,FALSE,6,,,2130272923,734881840,254,1,314
,1,"Retrosplenial area, lateral agranular part",8690,RSPagl,254,298,299,3,Retrosplenial area lateral agranular part,1AA698,/997/8/567/688/695/315/254/894/,FALSE,7,,,3156484255,734881840,894,1,394
,1,"Retrosplenial area, lateral agranular part, layer 1",8690,RSPagl1,894,299,300,3,Retrosplenial area lateral agranular part layer 1,1AA698,/997/8/567/688/695/315/254/894/671/,FALSE,8,,,149448588,734881840,671,1,932
,1,"Retrosplenial area, lateral agranular part, layer 2/3",8690,RSPagl2/3,894,300,301,3,Retrosplenial area lateral agranular part layer 2/3,1AA698,/997/8/567/688/695/315/254/894/965/,FALSE,8,,,2863914633,734881840,965,1,969
,1,"Retrosplenial area, lateral agranular part, layer 5",8690,RSPagl5,894,301,302,3,Retrosplenial area lateral agranular part layer 5,1AA698,/997/8/567/688/695/315/254/894/774/,FALSE,8,,,260416405,734881840,774,1,945
,1,"Retrosplenial area, lateral agranular part, layer 6a",8690,RSPagl6a,894,302,303,3,Retrosplenial area lateral agranular part layer 6a,1AA698,/997/8/567/688/695/315/254/894/906/,FALSE,8,,,1139806184,734881840,906,1,820
,1,"Retrosplenial area, lateral agranular part, layer 6b",8690,RSPagl6b,894,303,304,3,Retrosplenial area lateral agranular part layer 6b,1AA698,/997/8/567/688/695/315/254/894/279/,FALSE,8,,,3673775698,734881840,279,1,883
,1,Mediomedial anterior visual area,8690,VISmma,894,304,305,3,Mediomedial anterior visual area,1AA698,/997/8/567/688/695/315/254/894/480149258/,FALSE,8,,,1884752328,734881840,480149258,1,
,1,"Mediomedial anterior visual area, layer 1",8690,VISmma1,480149258,305,306,3,Mediomedial anterior visual area layer 1,1AA698,/997/8/567/688/695/315/254/894/480149258/480149262/,FALSE,9,,,2893913001,734881840,480149262,1,
,1,"Mediomedial anterior visual area, layer 2/3",8690,VISmma2/3,480149258,306,307,3,Mediomedial anterior visual area layer 2/3,1AA698,/997/8/567/688/695/315/254/894/480149258/480149266/,FALSE,9,,,4132115660,734881840,480149266,1,
,1,"Mediomedial anterior visual area, layer 4",8690,VISmma4,480149258,307,308,3,Mediomedial anterior visual area layer 4,1AA698,/997/8/567/688/695/315/254/894/480149258/480149270/,FALSE,9,,,3692523302,734881840,480149270,1,
,1,"Mediomedial anterior visual area,layer 5",8690,VISmma5,480149258,308,309,3,Mediomedial anterior visual arealayer 5,1AA698,/997/8/567/688/695/315/254/894/480149258/480149274/,FALSE,9,,,1197199171,734881840,480149274,1,
,1,"Mediomedial anterior visual area, layer 6a",8690,VISmma6a,480149258,309,310,3,Mediomedial anterior visual area layer 6a,1AA698,/997/8/567/688/695/315/254/894/480149258/480149278/,FALSE,9,,,139480659,734881840,480149278,1,
,1,"Mediomedial anterior visual area, layer 6b",8690,VISmma6b,480149258,310,311,3,Mediomedial anterior visual area layer 6b,1AA698,/997/8/567/688/695/315/254/894/480149258/480149282/,FALSE,9,,,2438537193,734881840,480149282,1,
,1,Mediomedial posterior visual area,8690,VISmmp,894,311,312,3,Mediomedial posterior visual area,1AA698,/997/8/567/688/695/315/254/894/480149286/,FALSE,8,,,1089292433,734881840,480149286,1,
,1,"Mediomedial posterior visual area, layer 1",8690,VISmmp1,480149286,312,313,3,Mediomedial posterior visual area layer 1,1AA698,/997/8/567/688/695/315/254/894/480149286/480149290/,FALSE,9,,,504923420,734881840,480149290,1,
,1,"Mediomedial posterior visual area, layer 2/3",8690,VISmmp2/3,480149286,313,314,3,Mediomedial posterior visual area layer 2/3,1AA698,/997/8/567/688/695/315/254/894/480149286/480149294/,FALSE,9,,,2515976503,734881840,480149294,1,
,1,"Mediomedial posterior visual area, layer 4",8690,VISmmp4,480149286,314,315,3,Mediomedial posterior visual area layer 4,1AA698,/997/8/567/688/695/315/254/894/480149286/480149298/,FALSE,9,,,1852993939,734881840,480149298,1,
,1,"Mediomedial posterior visual area,layer 5",8690,VISmmp5,480149286,315,316,3,Mediomedial posterior visual arealayer 5,1AA698,/997/8/567/688/695/315/254/894/480149286/480149302/,FALSE,9,,,2672710394,734881840,480149302,1,
,1,"Mediomedial posterior visual area, layer 6a",8690,VISmmp6a,480149286,316,317,3,Mediomedial posterior visual area layer 6a,1AA698,/997/8/567/688/695/315/254/894/480149286/480149306/,FALSE,9,,,3018419278,734881840,480149306,1,
,1,"Mediomedial posterior visual area, layer 6b",8690,VISmmp6b,480149286,317,318,3,Mediomedial posterior visual area layer 6b,1AA698,/997/8/567/688/695/315/254/894/480149286/480149310/,FALSE,9,,,719338996,734881840,480149310,1,
,1,Medial visual area,8690,VISm,894,318,319,3,Medial visual area,1AA698,/997/8/567/688/695/315/254/894/480149314/,FALSE,8,,,2667387940,734881840,480149314,1,
,1,"Medial visual area, layer 1",8690,VISm1,480149314,319,320,3,Medial visual area layer 1,1AA698,/997/8/567/688/695/315/254/894/480149314/480149318/,FALSE,9,,,1653035992,734881840,480149318,1,
,1,"Medial visual area, layer 2/3",8690,VISm2/3,480149314,320,321,3,Medial visual area layer 2/3,1AA698,/997/8/567/688/695/315/254/894/480149314/480149322/,FALSE,9,,,1439750147,734881840,480149322,1,
,1,"Medial visual area, layer 4",8690,VISm4,480149314,321,322,3,Medial visual area layer 4,1AA698,/997/8/567/688/695/315/254/894/480149314/480149326/,FALSE,9,,,317564759,734881840,480149326,1,
,1,"Medial visual area,layer 5",8690,VISm5,480149314,322,323,3,Medial visual arealayer 5,1AA698,/997/8/567/688/695/315/254/894/480149314/480149330/,FALSE,9,,,3698794804,734881840,480149330,1,
,1,"Medial visual area, layer 6a",8690,VISm6a,480149314,323,324,3,Medial visual area layer 6a,1AA698,/997/8/567/688/695/315/254/894/480149314/480149334/,FALSE,9,,,798815537,734881840,480149334,1,
,1,"Medial visual area, layer 6b",8690,VISm6b,480149314,324,325,3,Medial visual area layer 6b,1AA698,/997/8/567/688/695/315/254/894/480149314/480149338/,FALSE,9,,,3063260299,734881840,480149338,1,
,1,"Retrosplenial area, dorsal part",8690,RSPd,254,325,326,3,Retrosplenial area dorsal part,1AA698,/997/8/567/688/695/315/254/879/,FALSE,7,,,1698653345,734881840,879,1,392
,1,"Retrosplenial area, dorsal part, layer 1",8690,RSPd1,879,326,327,3,Retrosplenial area dorsal part layer 1,1AA698,/997/8/567/688/695/315/254/879/442/,FALSE,8,,,3307182297,734881840,442,1,1045
,1,"Retrosplenial area, dorsal part, layer 2/3",8690,RSPd2/3,879,327,328,3,Retrosplenial area dorsal part layer 2/3,1AA698,/997/8/567/688/695/315/254/879/434/,FALSE,8,,,1081955810,734881840,434,1,761
,1,"Retrosplenial area, dorsal part, layer 4",8690,RSPd4,879,328,329,3,Retrosplenial area dorsal part layer 4,1AA698,/997/8/567/688/695/315/254/879/545/,FALSE,8,,,3044371542,734881840,545,1,1058
,1,"Retrosplenial area, dorsal part, layer 5",8690,RSPd5,879,329,330,3,Retrosplenial area dorsal part layer 5,1AA698,/997/8/567/688/695/315/254/879/610/,FALSE,8,,,3262274752,734881840,610,1,1066
,1,"Retrosplenial area, dorsal part, layer 6a",8690,RSPd6a,879,330,331,3,Retrosplenial area dorsal part layer 6a,1AA698,/997/8/567/688/695/315/254/879/274/,FALSE,8,,,1480351084,734881840,274,1,1024
,1,"Retrosplenial area, dorsal part, layer 6b",8690,RSPd6b,879,331,332,3,Retrosplenial area dorsal part layer 6b,1AA698,/997/8/567/688/695/315/254/879/330/,FALSE,8,,,3241479382,734881840,330,1,1031
,1,"Retrosplenial area, ventral part",8690,RSPv,254,332,333,3,Retrosplenial area ventral part,1AA698,/997/8/567/688/695/315/254/886/,FALSE,7,,,206834043,734881840,886,1,393
,1,"Retrosplenial area, ventral part, layer 1",8690,RSPv1,886,333,334,3,Retrosplenial area ventral part layer 1,1AA698,/997/8/567/688/695/315/254/886/542/,FALSE,8,,,1320301965,734881840,542,1,633
,1,"Retrosplenial area, ventral part, layer 2",8690,RSPv2,886,334,335,3,Retrosplenial area ventral part layer 2,1AA698,/997/8/567/688/695/315/254/886/606/,FALSE,8,,,3619382327,734881840,606,1,641
,1,"Retrosplenial area, ventral part, layer 2/3",8690,RSPv2/3,886,335,336,3,Retrosplenial area ventral part layer 2/3,1AA698,/997/8/567/688/695/315/254/886/430/,FALSE,8,,,919443786,734881840,430,1,619
,1,"Retrosplenial area, ventral part, layer 5",8690,RSPv5,886,336,337,3,Retrosplenial area ventral part layer 5,1AA698,/997/8/567/688/695/315/254/886/687/,FALSE,8,,,1239413140,734881840,687,1,651
,1,"Retrosplenial area, ventral part, layer 6a",8690,RSPv6a,886,337,338,3,Retrosplenial area ventral part layer 6a,1AA698,/997/8/567/688/695/315/254/886/590/,FALSE,8,,,884041004,734881840,590,1,639
,1,"Retrosplenial area, ventral part, layer 6b",8690,RSPv6b,886,338,339,3,Retrosplenial area ventral part layer 6b,1AA698,/997/8/567/688/695/315/254/886/622/,FALSE,8,,,2914530454,734881840,622,1,643
,1,Posterior parietal association areas,8690,PTLp,315,339,340,3,Posterior parietal association areas,009FAC,/997/8/567/688/695/315/22/,FALSE,6,,,4041380584,734881840,22,1,285
,1,"Posterior parietal association areas, layer 1",8690,PTLp1,22,340,341,3,Posterior parietal association areas layer 1,009FAC,/997/8/567/688/695/315/22/532/,FALSE,7,,,1126558061,734881840,532,1,1056
,1,"Posterior parietal association areas, layer 2/3",8690,PTLp2/3,22,341,342,3,Posterior parietal association areas layer 2/3,009FAC,/997/8/567/688/695/315/22/241/,FALSE,7,,,3889625550,734881840,241,1,454
,1,"Posterior parietal association areas, layer 4",8690,PTLp4,22,342,343,3,Posterior parietal association areas layer 4,009FAC,/997/8/567/688/695/315/22/635/,FALSE,7,,,860823010,734881840,635,1,1069
,1,"Posterior parietal association areas, layer 5",8690,PTLp5,22,343,344,3,Posterior parietal association areas layer 5,009FAC,/997/8/567/688/695/315/22/683/,FALSE,7,,,1145580916,734881840,683,1,1075
,1,"Posterior parietal association areas, layer 6a",8690,PTLp6a,22,344,345,3,Posterior parietal association areas layer 6a,009FAC,/997/8/567/688/695/315/22/308/,FALSE,7,,,2494959752,734881840,308,1,1028
,1,"Posterior parietal association areas, layer 6b",8690,PTLp6b,22,345,346,3,Posterior parietal association areas layer 6b,009FAC,/997/8/567/688/695/315/22/340/,FALSE,7,,,230637874,734881840,340,1,1032
,1,Anterior area,8690,VISa,22,346,347,3,Anterior area,009FAC,/997/8/567/688/695/315/22/312782546/,FALSE,7,,,3402453642,734881840,312782546,1,
,1,"Anterior area, layer 1",8690,VISa1,312782546,347,348,3,Anterior area layer 1,009FAC,/997/8/567/688/695/315/22/312782546/312782550/,FALSE,8,,,10340068,734881840,312782550,1,
,1,"Anterior area, layer 2/3",8690,VISa2/3,312782546,348,349,3,Anterior area layer 2/3,009FAC,/997/8/567/688/695/315/22/312782546/312782554/,FALSE,8,,,2789647405,734881840,312782554,1,
,1,"Anterior area, layer 4",8690,VISa4,312782546,349,350,3,Anterior area layer 4,009FAC,/997/8/567/688/695/315/22/312782546/312782558/,FALSE,8,,,1895248491,734881840,312782558,1,
,1,"Anterior area, layer 5",8690,VISa5,312782546,350,351,3,Anterior area layer 5,009FAC,/997/8/567/688/695/315/22/312782546/312782562/,FALSE,8,,,133169917,734881840,312782562,1,
,1,"Anterior area, layer 6a",8690,VISa6a,312782546,351,352,3,Anterior area layer 6a,009FAC,/997/8/567/688/695/315/22/312782546/312782566/,FALSE,8,,,9540387,734881840,312782566,1,
,1,"Anterior area, layer 6b",8690,VISa6b,312782546,352,353,3,Anterior area layer 6b,009FAC,/997/8/567/688/695/315/22/312782546/312782570/,FALSE,8,,,2576925337,734881840,312782570,1,
,1,Rostrolateral visual area,8690,VISrl,22,353,354,3,Rostrolateral visual area,009FAC,/997/8/567/688/695/315/22/417/,FALSE,7,,,1848950861,734881840,417,1,759
,1,"Rostrolateral area, layer 1",8690,VISrl1,417,354,355,3,Rostrolateral area layer 1,009FAC,/997/8/567/688/695/315/22/417/312782604/,FALSE,8,,,3916570650,734881840,312782604,1,
,1,"Rostrolateral area, layer 2/3",8690,VISrl2/3,417,355,356,3,Rostrolateral area layer 2/3,009FAC,/997/8/567/688/695/315/22/417/312782608/,FALSE,8,,,1695598268,734881840,312782608,1,
,1,"Rostrolateral area, layer 4",8690,VISrl4,417,356,357,3,Rostrolateral area layer 4,009FAC,/997/8/567/688/695/315/22/417/312782612/,FALSE,8,,,2568541333,734881840,312782612,1,
,1,"Rostrolateral area, layer 5",8690,VISrl5,417,357,358,3,Rostrolateral area layer 5,009FAC,/997/8/567/688/695/315/22/417/312782616/,FALSE,8,,,3995067395,734881840,312782616,1,
,1,"Rostrolateral area, layer 6a",8690,VISrl6a,417,358,359,3,Rostrolateral area layer 6a,009FAC,/997/8/567/688/695/315/22/417/312782620/,FALSE,8,,,1518183390,734881840,312782620,1,
,1,"Rostrolateral area, layer 6b",8690,VISrl6b,417,359,360,3,Rostrolateral area layer 6b,009FAC,/997/8/567/688/695/315/22/417/312782624/,FALSE,8,,,3279221348,734881840,312782624,1,
,1,Temporal association areas,8690,TEa,315,360,361,3,Temporal association areas,15B0B3,/997/8/567/688/695/315/541/,FALSE,6,,,2291994334,734881840,541,1,350
,1,"Temporal association areas, layer 1",8690,TEa1,541,361,362,3,Temporal association areas layer 1,15B0B3,/997/8/567/688/695/315/541/97/,FALSE,7,,,456768453,734881840,97,1,1002
,1,"Temporal association areas, layer 2/3",8690,TEa2/3,541,362,363,3,Temporal association areas layer 2/3,15B0B3,/997/8/567/688/695/315/541/1127/,FALSE,7,,,74295275,734881840,1127,1,706
,1,"Temporal association areas, layer 4",8690,TEa4,541,363,364,3,Temporal association areas layer 4,15B0B3,/997/8/567/688/695/315/541/234/,FALSE,7,,,1800621898,734881840,234,1,1019
,1,"Temporal association areas, layer 5",8690,TEa5,541,364,365,3,Temporal association areas layer 5,15B0B3,/997/8/567/688/695/315/541/289/,FALSE,7,,,475299804,734881840,289,1,1026
,1,"Temporal association areas, layer 6a",8690,TEa6a,541,365,366,3,Temporal association areas layer 6a,15B0B3,/997/8/567/688/695/315/541/729/,FALSE,7,,,1289955072,734881840,729,1,1081
,1,"Temporal association areas, layer 6b",8690,TEa6b,541,366,367,3,Temporal association areas layer 6b,15B0B3,/997/8/567/688/695/315/541/786/,FALSE,7,,,3588912826,734881840,786,1,1088
,1,Perirhinal area,8690,PERI,315,367,368,3,Perirhinal area,0E9684,/997/8/567/688/695/315/922/,FALSE,6,,,173995527,734881840,922,1,256
,1,"Perirhinal area, layer 6a",8690,PERI6a,922,368,369,3,Perirhinal area layer 6a,0E9684,/997/8/567/688/695/315/922/335/,FALSE,7,,,1984229208,734881840,335,1,890
,1,"Perirhinal area, layer 6b",8690,PERI6b,922,369,370,3,Perirhinal area layer 6b,0E9684,/997/8/567/688/695/315/922/368/,FALSE,7,,,4014849762,734881840,368,1,894
,1,"Perirhinal area, layer 1",8690,PERI1,922,370,371,3,Perirhinal area layer 1,0E9684,/997/8/567/688/695/315/922/540/,FALSE,7,,,161492388,734881840,540,1,1057
,1,"Perirhinal area, layer 5",8690,PERI5,922,371,372,3,Perirhinal area layer 5,0E9684,/997/8/567/688/695/315/922/692/,FALSE,7,,,248375741,734881840,692,1,1076
,1,"Perirhinal area, layer 2/3",8690,PERI2/3,922,372,373,3,Perirhinal area layer 2/3,0E9684,/997/8/567/688/695/315/922/888/,FALSE,7,,,1642584549,734881840,888,1,959
,1,Ectorhinal area,8690,ECT,315,373,374,3,Ectorhinal area,0D9F91,/997/8/567/688/695/315/895/,FALSE,6,,,3399607880,734881840,895,1,111
,1,Ectorhinal area/Layer 1,8690,ECT1,895,374,375,3,Ectorhinal area/Layer 1,0D9F91,/997/8/567/688/695/315/895/836/,FALSE,7,,,2240743692,734881840,836,1,1094
,1,Ectorhinal area/Layer 2/3,8690,ECT2/3,895,375,376,3,Ectorhinal area/Layer 2/3,0D9F91,/997/8/567/688/695/315/895/427/,FALSE,7,,,993691642,734881840,427,1,1043
,1,Ectorhinal area/Layer 5,8690,ECT5,895,376,377,3,Ectorhinal area/Layer 5,0D9F91,/997/8/567/688/695/315/895/988/,FALSE,7,,,2195901717,734881840,988,1,1113
,1,Ectorhinal area/Layer 6a,8690,ECT6a,895,377,378,3,Ectorhinal area/Layer 6a,0D9F91,/997/8/567/688/695/315/895/977/,FALSE,7,,,2932206502,734881840,977,1,1112
,1,Ectorhinal area/Layer 6b,8690,ECT6b,895,378,379,3,Ectorhinal area/Layer 6b,0D9F91,/997/8/567/688/695/315/895/1045/,FALSE,7,,,936163868,734881840,1045,1,1120
,1,Olfactory areas,8690,OLF,695,379,380,3,Olfactory areas,9AD2BD,/997/8/567/688/695/698/,FALSE,5,,,1234982955,734881840,698,1,228
,1,Main olfactory bulb,8690,MOB,698,380,381,3,Main olfactory bulb,9AD2BD,/997/8/567/688/695/698/507/,FALSE,6,,,2457606556,734881840,507,1,204
,1,"Main olfactory bulb, glomerular layer",8690,MOBgl,507,381,382,3,Main olfactory bulb glomerular layer,82C7AE,/997/8/567/688/695/698/507/212/,FALSE,7,,,224250866,734881840,212,1,733
,1,"Main olfactory bulb, granule layer",8690,MOBgr,507,382,383,3,Main olfactory bulb granule layer,82C7AE,/997/8/567/688/695/698/507/220/,FALSE,7,,,1684821541,734881840,220,1,734
,1,"Main olfactory bulb, inner plexiform layer",8690,MOBipl,507,383,384,3,Main olfactory bulb inner plexiform layer,9AD2BD,/997/8/567/688/695/698/507/228/,FALSE,7,,,1125023575,734881840,228,1,735
,1,"Main olfactory bulb, mitral layer",8690,MOBmi,507,384,385,3,Main olfactory bulb mitral layer,82C7AE,/997/8/567/688/695/698/507/236/,FALSE,7,,,1536894627,734881840,236,1,736
,1,"Main olfactory bulb, outer plexiform layer",8690,MOBopl,507,385,386,3,Main olfactory bulb outer plexiform layer,9AD2BD,/997/8/567/688/695/698/507/244/,FALSE,7,,,164653746,734881840,244,1,737
,1,Accessory olfactory bulb,8690,AOB,698,386,387,3,Accessory olfactory bulb,9DF0D2,/997/8/567/688/695/698/151/,FALSE,6,,,3386724067,734881840,151,1,18
,1,"Accessory olfactory bulb, glomerular layer",8690,AOBgl,151,387,388,3,Accessory olfactory bulb glomerular layer,9DF0D2,/997/8/567/688/695/698/151/188/,FALSE,7,,,2369905656,734881840,188,1,730
,1,"Accessory olfactory bulb, granular layer",8690,AOBgr,151,388,389,3,Accessory olfactory bulb granular layer,95E4C8,/997/8/567/688/695/698/151/196/,FALSE,7,,,2164797365,734881840,196,1,731
,1,"Accessory olfactory bulb, mitral layer",8690,AOBmi,151,389,390,3,Accessory olfactory bulb mitral layer,9DF0D2,/997/8/567/688/695/698/151/204/,FALSE,7,,,4294648998,734881840,204,1,732
,1,Anterior olfactory nucleus,8690,AON,698,390,391,3,Anterior olfactory nucleus,54BF94,/997/8/567/688/695/698/159/,FALSE,6,,,747766383,734881840,159,1,19
,1,"Anterior olfactory nucleus, dorsal part",8690,AONd,159,391,392,3,Anterior olfactory nucleus dorsal part,54BF94,/997/8/567/688/695/698/159/167/,FALSE,7,,,130265477,734881840,167,1,20
,1,"Anterior olfactory nucleus, external part",8690,AONe,159,392,393,3,Anterior olfactory nucleus external part,54BF94,/997/8/567/688/695/698/159/175/,FALSE,7,,,38711150,734881840,175,1,21
,1,"Anterior olfactory nucleus, lateral part",8690,AONl,159,393,394,3,Anterior olfactory nucleus lateral part,54BF94,/997/8/567/688/695/698/159/183/,FALSE,7,,,3992199283,734881840,183,1,22
,1,"Anterior olfactory nucleus, medial part",8690,AONm,159,394,395,3,Anterior olfactory nucleus medial part,54BF94,/997/8/567/688/695/698/159/191/,FALSE,7,,,1494026705,734881840,191,1,23
,1,"Anterior olfactory nucleus, posteroventral part",8690,AONpv,159,395,396,3,Anterior olfactory nucleus posteroventral part,54BF94,/997/8/567/688/695/698/159/199/,FALSE,7,,,2533672001,734881840,199,1,24
,1,"Anterior olfactory nucleus, layer 1",8690,AON1,159,396,397,3,Anterior olfactory nucleus layer 1,54BF94,/997/8/567/688/695/698/159/160/,FALSE,7,,,2989788171,734881840,160,1,868
,1,"Anterior olfactory nucleus, layer 2",8690,AON2,159,397,398,3,Anterior olfactory nucleus layer 2,54BF94,/997/8/567/688/695/698/159/168/,FALSE,7,,,725474737,734881840,168,1,869
,1,Taenia tecta,8690,TT,698,398,399,3,Taenia tecta,62D09F,/997/8/567/688/695/698/589/,FALSE,6,,,2827574122,734881840,589,1,356
,1,"Taenia tecta, dorsal part",8690,TTd,589,399,400,3,Taenia tecta dorsal part,62D09F,/997/8/567/688/695/698/589/597/,FALSE,7,,,2019823208,734881840,597,1,357
,1,"Taenia tecta, dorsal part, layers 1-4",8690,TTd1-4,597,400,401,3,Taenia tecta dorsal part layers 1-4,62D09F,/997/8/567/688/695/698/589/597/297/,FALSE,8,,,4046455694,734881840,297,1,744
,1,"Taenia tecta, dorsal part, layer 1",8690,TTd1,597,401,402,3,Taenia tecta dorsal part layer 1,62D09F,/997/8/567/688/695/698/589/597/1034/,FALSE,8,,,1896447081,734881840,1034,1,836
,1,"Taenia tecta, dorsal part, layer 2",8690,TTd2,597,402,403,3,Taenia tecta dorsal part layer 2,62D09F,/997/8/567/688/695/698/589/597/1042/,FALSE,8,,,3892325843,734881840,1042,1,837
,1,"Taenia tecta, dorsal part, layer 3",8690,TTd3,597,403,404,3,Taenia tecta dorsal part layer 3,62D09F,/997/8/567/688/695/698/589/597/1050/,FALSE,8,,,2668043589,734881840,1050,1,838
,1,"Taenia tecta, dorsal part, layer 4",8690,TTd4,597,404,405,3,Taenia tecta dorsal part layer 4,62D09F,/997/8/567/688/695/698/589/597/1059/,FALSE,8,,,23300326,734881840,1059,1,839
,1,"Taenia tecta, ventral part",8690,TTv,589,405,406,3,Taenia tecta ventral part,62D09F,/997/8/567/688/695/698/589/605/,FALSE,7,,,4008781829,734881840,605,1,358
,1,"Taenia tecta, ventral part, layers 1-3",8690,TTv1-3,605,406,407,3,Taenia tecta ventral part layers 1-3,62D09F,/997/8/567/688/695/698/589/605/306/,FALSE,8,,,3753542786,734881840,306,1,745
,1,"Taenia tecta, ventral part, layer 1",8690,TTv1,605,407,408,3,Taenia tecta ventral part layer 1,62D09F,/997/8/567/688/695/698/589/605/1067/,FALSE,8,,,2238157029,734881840,1067,1,840
,1,"Taenia tecta, ventral part, layer 2",8690,TTv2,605,408,409,3,Taenia tecta ventral part layer 2,62D09F,/997/8/567/688/695/698/589/605/1075/,FALSE,8,,,477020511,734881840,1075,1,841
,1,"Taenia tecta, ventral part, layer 3",8690,TTv3,605,409,410,3,Taenia tecta ventral part layer 3,62D09F,/997/8/567/688/695/698/589/605/1082/,FALSE,8,,,1802105289,734881840,1082,1,842
,1,Dorsal peduncular area,8690,DP,698,410,411,3,Dorsal peduncular area,A4DAA4,/997/8/567/688/695/698/814/,FALSE,6,,,327990420,734881840,814,1,384
,1,"Dorsal peduncular area, layer 1",8690,DP1,814,411,412,3,Dorsal peduncular area layer 1,A4DAA4,/997/8/567/688/695/698/814/496/,FALSE,7,,,2060647510,734881840,496,1,627
,1,"Dorsal peduncular area, layer 2",8690,DP2,814,412,413,3,Dorsal peduncular area layer 2,A4DAA4,/997/8/567/688/695/698/814/535/,FALSE,7,,,3822824940,734881840,535,1,632
,1,"Dorsal peduncular area, layer 2/3",8690,DP2/3,814,413,414,3,Dorsal peduncular area layer 2/3,A4DAA4,/997/8/567/688/695/698/814/360/,FALSE,7,,,3065629674,734881840,360,1,893
,1,"Dorsal peduncular area, layer 5",8690,DP5,814,414,415,3,Dorsal peduncular area layer 5,A4DAA4,/997/8/567/688/695/698/814/646/,FALSE,7,,,2109683791,734881840,646,1,646
,1,"Dorsal peduncular area, layer 6a",8690,DP6a,814,415,416,3,Dorsal peduncular area layer 6a,A4DAA4,/997/8/567/688/695/698/814/267/,FALSE,7,,,629411513,734881840,267,1,1023
